gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Cluster
0,0,0,0,33,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),65.47,1961.93,1,2
1,0,1,1,61,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),38.39,2268.62,0,0
0,0,1,1,57,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.46,2449.41,1,0
1,1,1,0,33,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),25.83,908.17,0,2
0,0,1,0,56,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),62.47,3475.69,0,0
0,1,0,0,28,1,No,DSL,No,No,No,No,Yes,No,Two year,0,Electronic check,19.93,521.38,0,2
0,0,0,0,51,1,Yes,DSL,No,No,Yes,No,No,No,Two year,1,Bank transfer (automatic),43.66,2211.16,0,2
1,0,0,1,7,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,91.89,654.14,1,0
1,0,0,0,15,1,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,1,Electronic check,75.22,1057.4,0,0
1,0,0,0,29,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),93.57,2532.75,0,1
0,0,1,1,25,1,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,46.56,1246.12,0,2
0,1,1,0,56,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),86.24,4589.5,1,1
1,0,0,0,38,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),94.5,3353.02,1,0
0,0,1,0,32,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,84.23,2444.04,0,2
1,0,0,0,30,1,No,DSL,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,63.9,1870.22,0,2
0,0,0,0,20,1,Yes,DSL,No,No,Yes,No,No,No,Two year,1,Electronic check,37.29,688.1,0,2
0,0,0,1,49,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,100.27,5302.52,1,0
0,1,0,1,5,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),94.23,466.38,0,2
1,0,1,0,59,1,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,1,Mailed check,93.92,5764.19,0,2
1,0,0,0,72,1,No,Fiber optic,No,No,Yes,No,No,No,One year,0,Mailed check,108.94,7444.69,1,0
1,0,0,0,12,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,106.73,1397.66,1,0
0,0,0,1,57,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,47.14,2689.99,1,0
0,0,0,0,43,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,22.57,1066.37,1,2
0,0,1,1,31,1,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,111.72,3481.94,0,2
0,0,1,0,58,1,No,DSL,No,Yes,No,No,Yes,No,One year,1,Electronic check,54.27,2836.67,0,2
1,0,0,0,44,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,116.15,5373.21,1,2
1,0,1,0,54,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,92.94,4768.95,0,2
0,0,1,0,48,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,52.89,2734.59,1,0
1,0,0,0,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,77.2,4448.27,1,1
0,0,0,0,39,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,111.33,4541.05,0,1
0,0,0,0,33,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Credit card (automatic),30.13,1059.35,0,0
1,0,0,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),90.18,912.13,0,1
1,0,0,1,14,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,48.68,737.82,1,2
1,0,0,0,8,1,Yes,DSL,No,No,No,No,Yes,No,Two year,1,Electronic check,28.14,237.83,0,2
0,0,0,0,19,1,No,Fiber optic,No,Yes,No,No,No,No,Two year,1,Credit card (automatic),56.15,1012.32,0,0
0,0,1,0,48,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,1,Electronic check,44.31,2080.89,0,0
0,0,1,1,13,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),23.83,302.72,1,0
1,0,1,1,4,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,0,Electronic check,116.01,503.31,0,0
1,0,0,1,47,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,48.06,2412.01,1,2
1,0,1,0,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,62.18,3778.0,1,1
1,0,0,0,59,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),95.03,5522.64,1,1
1,0,1,0,71,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Mailed check,23.28,1707.78,0,2
1,1,0,0,42,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,73.06,3214.4,0,0
1,0,0,0,63,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,97.77,6561.28,1,0
0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Two year,1,Mailed check,103.19,110.82,0,0
1,0,1,1,0,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),89.14,2022.05,0,2
1,0,1,0,63,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),57.64,3354.16,0,0
0,0,1,1,71,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),74.71,5239.79,1,2
0,0,1,0,23,1,No,Fiber optic,No,No,Yes,No,No,Yes,One year,1,Credit card (automatic),36.42,845.58,0,0
1,0,1,1,1,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),79.48,71.84,0,2
0,1,1,0,58,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,29.15,1609.28,0,2
1,0,1,0,33,0,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,0,Electronic check,105.69,3320.92,0,0
1,0,0,0,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),114.39,6109.41,1,1
1,0,0,0,4,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,47.13,203.2,0,1
0,0,0,0,54,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),39.19,2135.94,0,0
0,1,0,0,35,1,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Electronic check,72.97,2642.37,0,2
1,0,1,0,71,1,No,DSL,Yes,No,No,Yes,No,No,Two year,1,Credit card (automatic),112.62,8609.64,0,2
0,0,1,1,54,0,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,59.91,3322.61,0,0
1,0,1,0,9,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,28.43,252.7,0,2
1,0,0,1,45,1,No,Fiber optic,Yes,No,No,No,No,No,One year,1,Mailed check,112.31,5207.08,0,0
0,0,1,0,51,0,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),39.55,2084.84,0,0
0,0,0,1,61,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),80.58,4908.02,0,2
0,0,1,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,107.78,352.93,1,0
1,0,0,0,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,76.4,4064.18,1,1
0,0,1,0,10,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),28.24,304.7,0,2
0,0,0,1,49,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),80.53,3586.87,1,1
0,0,0,0,60,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,20.84,1296.45,1,0
1,0,0,1,22,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,29.29,678.4,0,2
1,0,0,0,29,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Mailed check,90.14,2412.11,0,0
1,0,1,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,99.66,2583.81,1,1
1,0,0,1,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,78.61,2372.83,1,1
1,1,0,0,38,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,69.56,2465.15,1,0
0,0,1,1,10,0,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),19.6,204.7,0,0
0,0,0,0,72,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,95.33,7253.43,1,2
1,0,1,0,35,1,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,0,Electronic check,96.29,3222.34,0,0
0,1,1,0,51,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),93.92,5009.68,1,0
1,0,0,1,4,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Credit card (automatic),75.28,307.26,0,2
1,1,1,0,13,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),107.53,1453.04,1,2
1,1,1,0,19,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,99.73,2005.16,0,2
1,0,1,0,19,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,38.2,787.73,0,1
1,0,0,0,43,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,29.92,1244.66,1,0
1,0,0,1,24,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,20.04,498.42,0,2
0,0,1,0,40,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),39.72,1739.91,0,2
0,0,0,0,68,1,Yes,DSL,No,Yes,No,Yes,No,No,Two year,1,Mailed check,92.28,5800.3,0,2
0,1,1,1,1,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),66.06,68.28,1,2
0,0,0,0,11,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),88.19,877.71,1,0
0,1,1,0,27,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,99.07,2505.47,1,2
0,0,1,1,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,54.76,2488.48,1,1
1,0,0,0,12,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,106.42,1337.37,1,0
1,0,0,0,42,0,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,96.92,4349.78,1,0
1,0,0,0,54,1,No,Fiber optic,No,No,Yes,No,Yes,No,One year,0,Electronic check,78.32,4234.32,1,0
1,1,0,0,7,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,87.57,660.91,1,0
0,0,1,1,63,1,Yes,DSL,Yes,No,No,Yes,No,No,One year,1,Credit card (automatic),47.54,3068.93,0,2
1,0,0,0,11,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,93.5,941.82,0,0
0,0,1,0,40,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,0,Credit card (automatic),33.46,1442.52,1,2
0,0,0,0,43,1,Yes,DSL,No,No,No,No,No,No,One year,1,Credit card (automatic),34.78,1460.15,1,2
0,0,0,0,10,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,81.8,766.09,0,0
0,0,1,0,18,1,Yes,DSL,No,No,Yes,No,No,No,One year,1,Bank transfer (automatic),40.85,783.05,1,2
0,0,0,1,59,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Electronic check,61.02,3904.36,0,0
0,0,0,0,71,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,0,Mailed check,74.02,5276.05,0,2
1,0,1,0,26,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,86.85,2319.7,0,0
1,1,0,0,70,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,103.81,7146.26,0,1
1,0,0,0,26,1,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),71.24,1980.09,1,2
1,0,1,1,13,0,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,0,Credit card (automatic),71.69,1022.09,0,0
1,0,0,0,23,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Electronic check,93.86,1964.09,0,0
1,0,1,0,63,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,100.96,6050.78,0,0
1,0,0,1,23,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Electronic check,30.06,742.39,1,2
0,1,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,30.1,31.12,0,1
0,1,0,0,51,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),74.88,3833.19,1,0
1,0,1,0,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),65.04,649.88,0,0
1,0,1,0,64,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),68.64,4421.61,0,1
0,0,1,0,59,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,38.68,2180.6,0,2
1,1,0,0,57,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Mailed check,104.63,5483.1,0,0
0,0,0,0,41,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),36.21,1362.11,0,0
1,0,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,46.0,2022.05,0,1
0,1,0,0,21,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),41.27,900.2,0,2
0,1,0,0,71,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,103.23,8034.3,0,0
1,0,0,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,36.26,402.27,1,1
1,0,0,0,64,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),102.72,6682.08,1,0
0,0,0,1,37,1,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,0,Mailed check,112.31,4444.96,0,0
1,0,0,1,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),70.02,4831.75,0,1
1,0,1,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,47.39,2529.94,0,1
0,0,0,0,31,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,1,Mailed check,28.33,928.64,0,0
0,0,0,1,26,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,23.61,621.07,0,0
1,0,1,0,60,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),79.06,4678.96,0,0
1,0,1,0,61,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),23.97,1428.49,1,2
0,0,0,0,2,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,117.29,233.15,1,0
0,0,0,0,30,1,No,DSL,No,Yes,No,No,Yes,Yes,Two year,0,Electronic check,41.01,1297.3,0,2
0,0,0,0,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),113.99,7329.34,0,1
1,0,1,0,41,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,101.49,3950.99,0,1
0,0,0,1,57,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,45.41,2706.89,0,2
1,0,0,0,42,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,60.5,2594.69,0,0
0,0,1,1,31,1,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,0,Mailed check,117.64,3739.69,0,2
1,0,0,1,29,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,0,Electronic check,42.83,1278.75,0,0
1,1,0,0,60,1,No,Fiber optic,No,Yes,No,No,No,No,Two year,1,Electronic check,66.77,3885.84,0,0
0,0,0,0,27,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,0,Credit card (automatic),83.14,2068.94,0,0
1,0,1,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,89.55,4066.22,0,1
0,0,0,0,9,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),63.76,586.63,0,1
1,0,0,0,15,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),41.6,642.98,0,0
1,0,1,0,30,0,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,0,Mailed check,96.86,3080.84,1,0
1,1,1,1,9,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),57.2,492.73,0,2
0,0,1,1,11,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,1,Mailed check,110.53,1303.33,0,2
0,0,1,1,27,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),56.21,1617.01,1,0
1,0,1,0,17,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,57.81,1063.54,0,1
0,0,0,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,94.02,4534.64,0,1
1,0,1,0,27,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,50.53,1344.64,0,2
0,0,0,0,27,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),86.99,2552.67,0,0
0,1,0,1,63,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),95.87,6224.63,0,2
1,0,1,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),54.28,726.11,0,1
1,0,1,0,7,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,1,Electronic check,29.42,187.22,0,0
1,1,0,0,2,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,89.6,164.08,1,1
0,0,0,1,8,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,0,Bank transfer (automatic),90.64,682.38,0,0
1,0,1,0,46,1,Yes,DSL,No,No,No,No,No,No,Two year,1,Credit card (automatic),97.86,4400.63,0,2
1,1,0,1,62,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Mailed check,44.02,2609.76,0,0
0,0,0,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),43.26,1847.23,0,1
0,0,0,0,23,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,60.29,1320.41,1,2
1,0,1,0,70,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),102.79,7380.15,0,1
1,0,0,0,12,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,58.62,714.33,0,0
0,0,0,0,5,1,Yes,DSL,No,No,No,No,Yes,No,One year,0,Electronic check,84.59,440.92,0,2
0,0,1,0,50,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),53.51,2465.66,0,0
0,1,0,1,59,0,No phone service,DSL,Yes,No,No,No,No,No,One year,0,Electronic check,75.63,4741.46,0,2
0,0,1,0,28,1,Yes,DSL,Yes,No,No,No,No,No,One year,0,Credit card (automatic),19.42,493.59,0,2
1,0,0,0,15,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,65.5,963.35,1,2
1,0,1,1,63,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),33.16,2072.66,1,0
0,0,1,1,54,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,73.04,3617.24,0,2
1,0,1,1,28,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,91.33,2661.96,1,2
1,0,0,1,54,1,No,Fiber optic,No,No,Yes,Yes,No,No,One year,1,Electronic check,44.88,2637.28,0,0
1,1,1,0,59,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),76.04,4497.91,0,2
0,0,1,0,40,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),41.39,1556.2,1,0
1,1,1,0,8,0,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,88.21,664.49,0,0
0,0,1,1,5,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,90.83,418.05,0,1
1,1,0,0,28,0,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Credit card (automatic),43.27,1312.92,0,0
0,0,0,0,17,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,49.31,893.74,1,0
0,0,0,0,23,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Electronic check,46.53,1158.14,0,0
0,0,0,1,50,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Credit card (automatic),44.5,2383.83,0,2
1,0,1,0,16,0,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),26.31,430.43,1,0
1,0,1,1,20,1,No,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Electronic check,117.46,2550.99,1,0
1,0,0,1,61,1,No,Fiber optic,No,No,No,Yes,Yes,No,One year,1,Mailed check,112.13,7172.58,0,0
1,0,0,0,53,1,No,DSL,No,No,Yes,No,No,No,One year,1,Credit card (automatic),81.25,4666.3,1,2
1,1,0,0,10,0,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,93.26,914.92,1,0
0,0,0,1,42,0,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,1,Bank transfer (automatic),31.18,1410.47,0,0
1,0,1,1,7,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Electronic check,91.64,678.77,0,0
1,0,0,0,22,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),94.16,2227.94,1,2
1,1,1,0,52,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,27.98,1590.47,0,2
1,0,1,1,39,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),98.54,3966.6,0,1
0,0,1,0,8,1,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,1,Bank transfer (automatic),28.52,219.82,0,0
0,0,0,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,99.01,2059.82,0,1
0,0,1,0,1,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,85.34,88.55,0,2
0,0,1,0,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),36.53,2637.25,0,1
1,0,1,1,3,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),93.22,289.94,1,0
0,0,1,1,60,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),59.98,3715.81,1,0
1,0,0,0,63,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),109.09,6271.58,1,2
0,0,0,1,35,1,Yes,DSL,No,Yes,No,No,Yes,No,Two year,1,Electronic check,52.42,1959.51,0,2
0,0,0,0,40,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),47.97,2100.94,0,0
1,0,0,1,37,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,61.75,2278.87,1,0
1,0,0,1,14,1,No,DSL,No,Yes,No,No,No,Yes,One year,0,Bank transfer (automatic),38.82,528.28,0,2
0,0,0,1,47,0,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),36.03,1794.02,0,0
1,0,1,0,29,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,61.89,1763.2,1,0
1,0,0,0,62,1,No,DSL,No,No,Yes,No,Yes,No,One year,0,Electronic check,78.45,4424.31,0,2
1,0,0,0,24,1,No,Fiber optic,No,No,No,No,No,No,Two year,0,Electronic check,68.97,1657.07,0,0
0,0,0,0,3,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,94.05,285.99,1,0
0,0,0,0,17,1,Yes,DSL,Yes,No,No,No,No,No,Two year,1,Electronic check,110.33,2060.25,0,2
0,0,0,0,44,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,99.71,4336.63,0,2
0,0,0,0,64,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,43.14,2693.77,1,0
1,0,1,0,72,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),64.26,4936.28,1,0
1,0,0,0,64,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,54.23,3125.59,1,0
1,0,1,0,26,1,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,0,Electronic check,37.87,980.14,0,2
